timestamp,preclose,open,high,low,last,tradecount,ttvol,ttval,ap1,bp1,ap2,bp2,ap3,bp3,ap4,bp4,ap5,bp5,ap6,bp6,ap7,bp7,ap8,bp8,ap9,bp9,ap10,bp10,av1,bv1,av2,bv2,av3,bv3,av4,bv4,av5,bv5,av6,bv6,av7,bv7,av8,bv8,av9,bv9,av10,bv10
101045000.0,26.48,26.0,26.96,26.0,26.3,15732.0,14488335.0,385122635.7799,26.33,26.3,26.34,26.28,26.35,26.26,26.36,26.25,26.37,26.24,26.38,26.23,26.39,26.22,26.4,26.21,26.41,26.2,26.42,26.19,1000.0,8500.0,700.0,1400.0,200.0,300.0,100.0,1920.0,1300.0,200.0,9100.0,5400.0,5900.0,1800.0,10000.0,5700.0,30500.0,8000.0,300.0,800.0
101048000.0,26.48,26.0,26.96,26.0,26.3,15745.0,14493435.0,385256836.7799,26.34,26.3,26.35,26.28,26.36,26.26,26.37,26.25,26.38,26.24,26.39,26.23,26.4,26.22,26.41,26.21,26.42,26.2,26.43,26.19,200.0,8600.0,200.0,1400.0,100.0,700.0,1300.0,4120.0,7700.0,200.0,5900.0,5400.0,12000.0,1800.0,30500.0,5700.0,300.0,7900.0,5000.0,800.0
101051000.0,26.48,26.0,26.96,26.0,26.3,15752.0,14502435.0,385493536.7799,26.3,26.28,26.33,26.26,26.34,26.25,26.35,26.24,26.36,26.23,26.37,26.22,26.38,26.21,26.39,26.2,26.4,26.19,26.41,26.18,13000.0,1400.0,1600.0,700.0,300.0,4120.0,200.0,200.0,100.0,5400.0,1300.0,1800.0,7700.0,5700.0,5900.0,7600.0,12000.0,800.0,30500.0,5000.0
101054000.0,26.48,26.0,26.96,26.0,26.3,15769.0,14516735.0,385869616.7799,26.3,26.28,26.33,26.26,26.34,26.25,26.36,26.24,26.37,26.23,26.38,26.22,26.39,26.21,26.4,26.2,26.41,26.19,26.42,26.18,9000.0,1300.0,2100.0,700.0,300.0,4120.0,100.0,700.0,1300.0,5400.0,7700.0,1800.0,5900.0,5700.0,12000.0,7600.0,30500.0,800.0,300.0,5000.0
101057000.0,26.48,26.0,26.96,26.0,26.3,15807.0,14547435.0,386677657.7799,26.37,26.31,26.38,26.3,26.39,26.28,26.4,26.27,26.41,26.26,26.42,26.25,26.43,26.24,26.44,26.23,26.45,26.22,26.46,26.21,1100.0,100.0,7700.0,5300.0,5900.0,800.0,12000.0,100.0,30500.0,400.0,300.0,4520.0,5000.0,700.0,1400.0,5400.0,2300.0,1800.0,1800.0,5700.0
101100000.0,26.48,26.0,26.96,26.0,26.27,15823.0,14558835.0,386977430.7799,26.34,26.32,26.36,26.3,26.38,26.26,26.39,26.25,26.4,26.24,26.41,26.23,26.42,26.22,26.43,26.21,26.44,26.2,26.45,26.19,400.0,600.0,100.0,100.0,7700.0,400.0,5900.0,6420.0,12000.0,700.0,30500.0,5400.0,300.0,2400.0,5000.0,5700.0,1400.0,9700.0,2300.0,800.0
101103000.0,26.48,26.0,26.96,26.0,26.3,15877.0,14608035.0,388268634.7799,26.31,26.3,26.33,26.22,26.38,26.21,26.39,26.2,26.4,26.19,26.41,26.18,26.42,26.17,26.43,26.16,26.44,26.15,26.45,26.12,600.0,3800.0,4000.0,3800.0,6700.0,2000.0,5900.0,12320.0,11500.0,800.0,30500.0,5000.0,300.0,200.0,5000.0,500.0,1400.0,3800.0,2300.0,2700.0
101106000.0,26.48,26.0,26.96,26.0,26.32,15885.0,14611535.0,388360694.7799,26.32,26.3,26.33,26.28,26.36,26.25,26.38,26.22,26.39,26.2,26.4,26.19,26.41,26.18,26.42,26.17,26.43,26.16,26.44,26.15,200.0,10800.0,5400.0,300.0,100.0,1000.0,2500.0,3800.0,5900.0,12320.0,11500.0,800.0,30500.0,5000.0,300.0,200.0,5000.0,500.0,1400.0,3800.0
101109000.0,26.48,26.0,26.96,26.0,26.31,15895.0,14615035.0,388452767.7799,26.32,26.31,26.33,26.3,26.36,26.28,26.38,26.27,26.39,26.25,26.4,26.23,26.41,26.22,26.42,26.2,26.43,26.19,26.44,26.18,200.0,600.0,5100.0,8800.0,100.0,300.0,2500.0,300.0,5900.0,1000.0,11500.0,200.0,30500.0,3800.0,300.0,12820.0,5000.0,800.0,1400.0,5000.0
101112000.0,26.48,26.0,26.96,26.0,26.3,15907.0,14626935.0,388765802.7799,26.3,26.28,26.32,26.25,26.33,26.24,26.36,26.23,26.38,26.22,26.39,26.2,26.4,26.19,26.41,26.18,26.42,26.17,26.43,26.16,1900.0,300.0,200.0,1000.0,3800.0,2000.0,100.0,5200.0,2500.0,1900.0,5900.0,12820.0,11500.0,800.0,30500.0,5000.0,300.0,200.0,5000.0,1500.0
101115000.0,26.48,26.0,26.96,26.0,26.29,15929.0,14632235.0,388905204.7799,26.29,26.28,26.3,26.25,26.32,26.24,26.33,26.23,26.36,26.22,26.38,26.2,26.39,26.19,26.4,26.18,26.41,26.17,26.42,26.16,100.0,1300.0,7400.0,1500.0,4900.0,2000.0,2400.0,5200.0,100.0,100.0,2500.0,15820.0,5900.0,800.0,11500.0,5000.0,30500.0,200.0,300.0,1500.0
101118000.0,26.48,26.0,26.96,26.0,26.3,15937.0,14643035.0,389189223.7799,26.32,26.3,26.33,26.28,26.36,26.27,26.38,26.26,26.39,26.25,26.4,26.24,26.41,26.23,26.42,26.22,26.43,26.21,26.44,26.2,5300.0,61200.0,2400.0,1300.0,100.0,500.0,2500.0,400.0,5900.0,1600.0,11500.0,2000.0,30500.0,5200.0,300.0,100.0,5000.0,400.0,1400.0,15820.0
101121000.0,26.48,26.0,26.96,26.0,26.3,15979.0,14666235.0,389800142.7799,26.39,26.31,26.4,26.3,26.41,26.29,26.42,26.28,26.43,26.27,26.44,26.26,26.45,26.25,26.46,26.24,26.47,26.23,26.48,26.22,3500.0,10200.0,11500.0,61200.0,30500.0,100.0,300.0,1300.0,5000.0,500.0,1400.0,30400.0,2400.0,1600.0,1800.0,2000.0,4200.0,5200.0,12100.0,100.0
101124000.0,26.48,26.0,26.96,26.0,26.32,15985.0,14676335.0,390066092.7799,26.38,26.32,26.39,26.31,26.4,26.3,26.41,26.29,26.42,26.28,26.43,26.27,26.44,26.26,26.45,26.25,26.46,26.24,26.47,26.23,3800.0,7800.0,3500.0,3400.0,11500.0,61500.0,30500.0,100.0,300.0,1300.0,5000.0,500.0,1400.0,30400.0,2400.0,2600.0,1800.0,2000.0,4200.0,5200.0
101127000.0,26.48,26.0,26.96,26.0,26.3,16004.0,14691435.0,390463528.7799,26.35,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,26.44,26.22,26.45,26.21,200.0,59700.0,100.0,700.0,100.0,1300.0,3500.0,1000.0,11500.0,30500.0,30500.0,2600.0,300.0,2000.0,5000.0,5200.0,1400.0,700.0,2400.0,400.0
101130000.0,26.48,26.0,26.96,26.0,26.31,16011.0,14720835.0,391236947.7799,26.31,26.3,26.33,26.29,26.37,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,26.44,26.22,26.45,26.21,10900.0,47400.0,400.0,1700.0,200.0,1500.0,3500.0,1000.0,11500.0,30500.0,30500.0,2600.0,300.0,2500.0,5000.0,5200.0,1400.0,700.0,2400.0,400.0
101133000.0,26.48,26.0,26.96,26.0,26.3,16030.0,14735035.0,391610506.7799,26.31,26.3,26.32,26.29,26.33,26.28,26.37,26.27,26.39,26.26,26.4,26.25,26.41,26.24,26.42,26.23,26.43,26.22,26.44,26.21,2400.0,43100.0,4600.0,1700.0,700.0,2000.0,100.0,1000.0,3500.0,56200.0,11500.0,2600.0,30500.0,2500.0,300.0,5200.0,5000.0,700.0,1400.0,400.0
101136000.0,26.48,26.0,26.96,26.0,26.31,16042.0,14738835.0,391710460.7799,26.31,26.3,26.32,26.29,26.33,26.28,26.37,26.27,26.39,26.26,26.4,26.25,26.41,26.24,26.42,26.23,26.43,26.22,26.44,26.21,1900.0,42800.0,4600.0,1700.0,700.0,2100.0,100.0,2000.0,5500.0,56200.0,11500.0,2600.0,30500.0,2500.0,300.0,5200.0,5000.0,700.0,1400.0,400.0
101139000.0,26.48,26.0,26.96,26.0,26.31,16053.0,14742135.0,391797281.7799,26.32,26.31,26.33,26.3,26.37,26.29,26.39,26.28,26.4,26.27,26.41,26.26,26.42,26.25,26.43,26.24,26.44,26.23,26.45,26.22,4400.0,3100.0,700.0,42500.0,100.0,2100.0,5500.0,2600.0,11500.0,2000.0,30500.0,56200.0,300.0,3100.0,5000.0,2500.0,1400.0,5200.0,2400.0,700.0
101142000.0,26.48,26.0,26.96,26.0,26.32,16063.0,14754035.0,392110324.7799,26.32,26.31,26.33,26.3,26.37,26.29,26.39,26.28,26.4,26.27,26.41,26.26,26.42,26.25,26.43,26.24,26.44,26.23,26.45,26.22,2400.0,13300.0,700.0,42200.0,100.0,2100.0,5500.0,1600.0,11500.0,7800.0,30500.0,56200.0,300.0,3100.0,5000.0,2500.0,1400.0,5200.0,2400.0,700.0
101145000.0,26.48,26.0,26.96,26.0,26.32,16074.0,14759735.0,392260329.7799,26.33,26.32,26.37,26.31,26.39,26.3,26.4,26.29,26.41,26.28,26.42,26.27,26.43,26.26,26.44,26.25,26.45,26.24,26.46,26.23,2300.0,10400.0,100.0,13300.0,5500.0,42700.0,11500.0,2100.0,30500.0,1800.0,300.0,11800.0,5000.0,56200.0,1400.0,3100.0,2400.0,2500.0,1800.0,5200.0
101148000.0,26.48,26.0,26.96,26.0,26.32,16101.0,14772935.0,392607778.7799,26.33,26.32,26.37,26.31,26.39,26.3,26.4,26.29,26.41,26.28,26.42,26.27,26.43,26.26,26.44,26.25,26.45,26.24,26.46,26.23,1100.0,2900.0,100.0,21700.0,5500.0,43900.0,11500.0,2100.0,30500.0,1800.0,300.0,11800.0,5000.0,56200.0,1400.0,3100.0,2400.0,2500.0,1800.0,5200.0
101151000.0,26.48,26.0,26.96,26.0,26.32,16118.0,14780535.0,392807843.7799,26.33,26.32,26.37,26.31,26.39,26.3,26.4,26.29,26.41,26.28,26.42,26.27,26.43,26.26,26.44,26.25,26.45,26.24,26.46,26.23,600.0,3100.0,200.0,27000.0,5600.0,44400.0,11500.0,2100.0,30500.0,1800.0,300.0,11800.0,5000.0,56200.0,1400.0,3600.0,2400.0,2500.0,1800.0,5200.0
101154000.0,26.48,26.0,26.96,26.0,26.33,16125.0,14782535.0,392860484.7799,26.33,26.32,26.37,26.31,26.39,26.3,26.4,26.29,26.41,26.28,26.42,26.27,26.43,26.26,26.44,26.25,26.45,26.24,26.46,26.23,500.0,2000.0,200.0,27000.0,5600.0,46400.0,11500.0,2100.0,30500.0,2800.0,300.0,12900.0,5000.0,56200.0,1400.0,3600.0,2400.0,2500.0,1800.0,5200.0
101157000.0,26.48,26.0,26.96,26.0,26.33,16139.0,14788335.0,393013155.7799,26.37,26.33,26.39,26.32,26.4,26.31,26.41,26.3,26.42,26.29,26.43,26.28,26.44,26.27,26.45,26.26,26.46,26.25,26.47,26.24,200.0,3400.0,5600.0,4500.0,11500.0,27000.0,30500.0,46400.0,300.0,2100.0,5000.0,8500.0,1400.0,12900.0,2400.0,56200.0,1800.0,3600.0,4200.0,2500.0
101200000.0,26.48,26.0,26.96,26.0,26.33,16157.0,14796735.0,393234297.7799,26.33,26.32,26.35,26.31,26.37,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,26.45,26.23,700.0,1600.0,400.0,27400.0,200.0,52000.0,5600.0,2100.0,11500.0,8500.0,30500.0,12900.0,300.0,56200.0,5000.0,3600.0,1400.0,2500.0,2400.0,5200.0
101203000.0,26.48,26.0,26.96,26.0,26.32,16170.0,14800535.0,393334323.7799,26.33,26.32,26.35,26.31,26.37,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,26.45,26.23,2500.0,100.0,400.0,27400.0,200.0,51900.0,5600.0,2100.0,11500.0,8500.0,30500.0,13400.0,300.0,56200.0,5000.0,3600.0,1400.0,2500.0,2400.0,5200.0
101206000.0,26.48,26.0,26.96,26.0,26.33,16191.0,14812435.0,393647586.7799,26.33,26.32,26.37,26.31,26.38,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,26.45,26.23,2900.0,1700.0,200.0,22000.0,6600.0,51500.0,5600.0,5100.0,11500.0,8500.0,30500.0,13500.0,300.0,56200.0,5000.0,3600.0,1400.0,2500.0,2400.0,5200.0
101209000.0,26.48,26.0,26.96,26.0,26.31,16204.0,14817635.0,393784468.7799,26.32,26.31,26.33,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,26.44,26.22,600.0,21300.0,600.0,51500.0,200.0,5100.0,6600.0,8500.0,5600.0,13500.0,11500.0,56200.0,30500.0,3600.0,300.0,2000.0,5000.0,5200.0,1400.0,700.0
101212000.0,26.48,26.0,26.96,26.0,26.33,16214.0,14819535.0,393834477.7799,26.33,26.32,26.37,26.31,26.38,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,26.45,26.23,200.0,200.0,200.0,20400.0,6600.0,54600.0,9200.0,5100.0,9500.0,8500.0,30500.0,13500.0,300.0,56200.0,5000.0,3900.0,1400.0,2000.0,2400.0,5200.0
101215000.0,26.48,26.0,26.96,26.0,26.37,16223.0,14820835.0,393868704.7799,26.37,26.34,26.38,26.32,26.39,26.31,26.4,26.3,26.41,26.29,26.42,26.28,26.43,26.27,26.44,26.26,26.45,26.25,26.46,26.24,100.0,800.0,6600.0,1700.0,9200.0,21400.0,9500.0,54900.0,30500.0,5100.0,300.0,8500.0,5000.0,13500.0,1400.0,56200.0,2400.0,3900.0,1800.0,2000.0
101218000.0,26.48,26.0,26.96,26.0,26.32,16231.0,14825235.0,393984560.7799,26.33,26.32,26.34,26.31,26.36,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,7600.0,1900.0,3700.0,23400.0,7000.0,54900.0,5200.0,5100.0,6600.0,8500.0,9200.0,13500.0,10500.0,56200.0,30500.0,3900.0,300.0,2000.0,5000.0,5200.0
101221000.0,26.48,26.0,26.96,26.0,26.32,16245.0,14832435.0,394174062.7799,26.32,26.31,26.33,26.3,26.34,26.29,26.36,26.28,26.37,26.27,26.38,26.26,26.39,26.25,26.4,26.24,26.41,26.23,26.42,26.22,3400.0,25100.0,4200.0,54900.0,3700.0,5100.0,7000.0,8500.0,5200.0,13500.0,6600.0,56200.0,9200.0,3900.0,10500.0,2000.0,30500.0,5200.0,300.0,700.0
101224000.0,26.48,26.0,26.96,26.0,26.32,16261.0,14841035.0,394400446.7799,26.33,26.32,26.34,26.31,26.36,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,1100.0,98400.0,2100.0,25600.0,7000.0,55200.0,5200.0,5100.0,6600.0,8500.0,9200.0,13500.0,10500.0,57000.0,30500.0,3900.0,300.0,2000.0,5000.0,5200.0
101227000.0,26.48,26.0,26.96,26.0,26.33,16274.0,14851835.0,394684785.7799,26.34,26.33,26.36,26.32,26.37,26.31,26.38,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,2100.0,8200.0,7000.0,99300.0,5200.0,25600.0,6600.0,54600.0,9200.0,5100.0,10500.0,8500.0,30500.0,13500.0,300.0,57000.0,5000.0,3900.0,1400.0,2000.0
101230000.0,26.48,26.0,26.96,26.0,26.33,16287.0,14858435.0,394858563.7799,26.34,26.33,26.36,26.32,26.37,26.31,26.38,26.3,26.39,26.29,26.4,26.28,26.41,26.27,26.42,26.26,26.43,26.25,26.44,26.24,500.0,3000.0,7000.0,106100.0,5200.0,24800.0,6600.0,64600.0,9200.0,5100.0,10500.0,8500.0,30500.0,13500.0,300.0,57000.0,5000.0,3900.0,1400.0,2000.0
101233000.0,26.48,26.0,26.96,26.0,26.34,16307.0,14866935.0,395082332.7799,26.33,26.32,26.34,26.31,26.36,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,200.0,102600.0,1200.0,24800.0,6900.0,64600.0,5200.0,5100.0,6600.0,8500.0,9200.0,13500.0,10500.0,57000.0,30500.0,3900.0,300.0,2000.0,5000.0,5200.0
101236000.0,26.48,26.0,26.96,26.0,26.32,16325.0,14882135.0,395482464.7799,26.33,26.32,26.34,26.31,26.36,26.3,26.37,26.29,26.38,26.28,26.39,26.27,26.4,26.26,26.41,26.25,26.42,26.24,26.43,26.23,1300.0,94200.0,1300.0,24800.0,6900.0,64600.0,5200.0,5100.0,6600.0,8500.0,9200.0,13500.0,10500.0,57000.0,30500.0,3900.0,300.0,2000.0,5000.0,5200.0
101239000.0,26.48,26.0,26.96,26.0,26.3,16369.0,15018835.0,399079875.7799,26.32,26.3,26.33,26.29,26.34,26.28,26.36,26.27,26.37,26.26,26.38,26.25,26.39,26.24,26.4,26.23,26.41,26.22,26.42,26.21,6100.0,51100.0,400.0,5100.0,1900.0,8500.0,6600.0,13500.0,5100.0,57000.0,6600.0,3900.0,9200.0,2000.0,10500.0,5200.0,30500.0,700.0,300.0,3400.0
101242000.0,26.48,26.0,26.96,26.0,26.3,16400.0,15049135.0,399876809.7799,26.32,26.3,26.33,26.29,26.34,26.28,26.36,26.27,26.37,26.26,26.38,26.25,26.39,26.24,26.4,26.23,26.41,26.22,26.42,26.21,5700.0,25000.0,400.0,5100.0,1900.0,8500.0,6600.0,13500.0,5100.0,57000.0,6600.0,3900.0,9200.0,2000.0,10500.0,5200.0,30500.0,700.0,300.0,3400.0
101245000.0,26.48,26.0,26.96,26.0,26.28,16442.0,15084035.0,400794572.7799,26.3,26.29,26.31,26.28,26.32,26.27,26.33,26.26,26.34,26.25,26.37,26.24,26.38,26.23,26.39,26.22,26.4,26.21,26.41,26.2,8600.0,100.0,600.0,7100.0,5000.0,13500.0,100.0,57000.0,600.0,3900.0,5100.0,2000.0,6600.0,5200.0,9200.0,700.0,10500.0,3400.0,30500.0,23120.0
101248000.0,26.48,26.0,26.96,26.0,26.28,16458.0,15097935.0,401159817.7799,26.28,26.27,26.29,26.26,26.3,26.25,26.31,26.24,26.32,26.23,26.33,26.22,26.34,26.21,26.37,26.2,26.39,26.19,26.4,26.18,10800.0,8700.0,400.0,57000.0,14200.0,3900.0,400.0,2000.0,5300.0,5200.0,100.0,700.0,600.0,3400.0,5100.0,23120.0,9200.0,800.0,10500.0,7500.0
101251000.0,26.48,26.0,26.96,26.0,26.26,16490.0,15121635.0,401782309.7799,26.27,26.26,26.28,26.25,26.29,26.24,26.3,26.23,26.31,26.22,26.32,26.21,26.33,26.2,26.34,26.19,26.37,26.18,26.39,26.17,1000.0,46700.0,5900.0,3900.0,5400.0,2000.0,12500.0,5200.0,400.0,700.0,4800.0,3400.0,100.0,23120.0,600.0,800.0,5100.0,7500.0,9200.0,100.0
101254000.0,26.48,26.0,26.96,26.0,26.24,16521.0,15176635.0,403226511.7799,26.25,26.23,26.26,26.22,26.27,26.21,26.28,26.2,26.29,26.19,26.3,26.18,26.31,26.17,26.32,26.16,26.33,26.15,26.34,26.13,6700.0,5200.0,29800.0,700.0,1700.0,3400.0,5900.0,23120.0,11100.0,800.0,9900.0,7500.0,400.0,100.0,5900.0,1500.0,100.0,2500.0,600.0,200.0
101257000.0,26.48,26.0,26.96,26.0,26.22,16531.0,15182135.0,403370773.7799,26.23,26.22,26.24,26.21,26.25,26.2,26.26,26.19,26.27,26.18,26.28,26.17,26.29,26.16,26.3,26.15,26.31,26.13,26.32,26.12,3300.0,400.0,4200.0,3400.0,4900.0,23120.0,13300.0,800.0,1200.0,7500.0,2700.0,100.0,11000.0,1500.0,9900.0,2500.0,400.0,200.0,5100.0,3000.0
101300000.0,26.48,26.0,26.96,26.0,26.23,16540.0,15186535.0,403486110.7799,26.22,26.2,26.23,26.19,26.24,26.18,26.25,26.17,26.26,26.16,26.27,26.15,26.28,26.13,26.29,26.12,26.3,26.11,26.31,26.1,300.0,23120.0,6100.0,800.0,5000.0,7500.0,2900.0,100.0,13400.0,1500.0,700.0,2500.0,1300.0,200.0,10600.0,3000.0,6200.0,2200.0,400.0,21600.0
101303000.0,26.48,26.0,26.96,26.0,26.21,16556.0,15190835.0,403598790.7799,26.21,26.2,26.22,26.19,26.23,26.18,26.24,26.17,26.25,26.16,26.26,26.15,26.27,26.13,26.28,26.12,26.29,26.11,26.3,26.1,1000.0,20820.0,15100.0,800.0,6700.0,7500.0,12900.0,100.0,2900.0,1500.0,10300.0,2500.0,700.0,200.0,600.0,3000.0,10600.0,2200.0,4200.0,21600.0
101306000.0,26.48,26.0,26.96,26.0,26.2,16592.0,15217855.0,404306699.7799,26.2,26.18,26.21,26.17,26.22,26.16,26.23,26.15,26.24,26.13,26.25,26.12,26.26,26.11,26.27,26.1,26.28,26.08,26.29,26.06,2880.0,7200.0,1400.0,100.0,16800.0,1500.0,6100.0,2500.0,9600.0,200.0,2600.0,3000.0,200.0,2700.0,700.0,21600.0,600.0,30600.0,10600.0,1000.0
101309000.0,26.48,26.0,26.96,26.0,26.18,16605.0,15225155.0,404497838.7799,26.19,26.18,26.2,26.17,26.21,26.16,26.22,26.15,26.23,26.13,26.24,26.12,26.25,26.11,26.26,26.1,26.27,26.08,26.28,26.06,3900.0,1600.0,17280.0,100.0,1400.0,1500.0,17800.0,2500.0,5100.0,200.0,9600.0,3000.0,2600.0,2700.0,200.0,21600.0,700.0,30600.0,600.0,1000.0
101312000.0,26.48,26.0,26.96,26.0,26.19,16612.0,15228255.0,404579002.7799,26.18,26.16,26.19,26.15,26.2,26.13,26.21,26.12,26.22,26.11,26.23,26.1,26.24,26.08,26.25,26.06,26.26,26.05,26.27,26.04,4600.0,1500.0,3800.0,2500.0,18780.0,200.0,1400.0,2700.0,17800.0,2700.0,5100.0,21600.0,8700.0,30600.0,2600.0,1000.0,100.0,2300.0,600.0,1100.0
101315000.0,26.48,26.0,26.96,26.0,26.17,16623.0,15233555.0,404717663.7799,26.18,26.17,26.19,26.15,26.2,26.13,26.21,26.12,26.22,26.11,26.23,26.1,26.24,26.08,26.25,26.06,26.26,26.05,26.27,26.04,5700.0,1600.0,3800.0,1100.0,17900.0,200.0,600.0,2700.0,17600.0,2700.0,5100.0,16600.0,800.0,30600.0,2600.0,1000.0,100.0,2300.0,600.0,1100.0
101318000.0,26.48,26.0,26.96,26.0,26.18,16642.0,15249635.0,405138487.58000004,26.18,26.17,26.19,26.16,26.2,26.15,26.21,26.13,26.22,26.12,26.23,26.11,26.24,26.1,26.25,26.08,26.26,26.06,26.27,26.05,1200.0,2800.0,13700.0,1620.0,17900.0,1100.0,300.0,200.0,15300.0,2700.0,2100.0,3000.0,800.0,16600.0,2600.0,30600.0,100.0,1000.0,600.0,2300.0
101321000.0,26.48,26.0,26.96,26.0,26.16,16652.0,15254235.0,405258865.58000004,26.17,26.16,26.18,26.15,26.19,26.13,26.2,26.12,26.21,26.11,26.22,26.1,26.23,26.08,26.24,26.06,26.25,26.05,26.26,26.04,10500.0,1120.0,2700.0,12900.0,13100.0,200.0,12900.0,2700.0,300.0,3000.0,14300.0,16600.0,2000.0,30600.0,800.0,1000.0,2600.0,2300.0,100.0,1100.0
101324000.0,26.48,26.0,26.96,26.0,26.18,16684.0,15293242.0,406279633.8399,26.19,26.18,26.2,26.17,26.21,26.16,26.22,26.15,26.23,26.13,26.24,26.12,26.25,26.11,26.26,26.1,26.27,26.08,26.28,26.06,9800.0,1593.0,12900.0,1200.0,200.0,114120.0,14100.0,12900.0,1000.0,200.0,800.0,2700.0,2600.0,3000.0,1800.0,16900.0,600.0,30600.0,600.0,1000.0
101327000.0,26.48,26.0,26.96,26.0,26.21,16736.0,15337942.0,407450709.77000004,26.22,26.21,26.23,26.2,26.24,26.19,26.25,26.18,26.26,26.17,26.27,26.16,26.28,26.15,26.29,26.13,26.3,26.12,26.31,26.11,8100.0,16900.0,1000.0,300.0,800.0,13900.0,2600.0,1700.0,1800.0,193.0,600.0,114320.0,600.0,12900.0,10600.0,200.0,2100.0,2700.0,400.0,3100.0
101330000.0,26.48,26.0,26.96,26.0,26.21,16753.0,15366442.0,408197760.77000004,26.2,26.19,26.22,26.18,26.23,26.17,26.24,26.16,26.25,26.15,26.26,26.13,26.27,26.12,26.28,26.11,26.29,26.1,26.3,26.08,2000.0,12800.0,2100.0,1700.0,600.0,693.0,800.0,114420.0,2600.0,13400.0,1800.0,200.0,600.0,2700.0,600.0,3100.0,4600.0,16900.0,2100.0,30600.0
101333000.0,26.48,26.0,26.96,26.0,26.2,16773.0,15372642.0,408360216.77000004,26.21,26.2,26.22,26.19,26.23,26.18,26.24,26.17,26.25,26.16,26.26,26.15,26.27,26.13,26.28,26.12,26.29,26.11,26.3,26.1,2600.0,2700.0,1300.0,12800.0,200.0,1700.0,800.0,3793.0,2600.0,114420.0,1800.0,13400.0,600.0,200.0,600.0,2700.0,4600.0,3100.0,2100.0,16900.0
101336000.0,26.48,26.0,26.96,26.0,26.19,16795.0,15379942.0,408551488.77000004,26.21,26.19,26.22,26.18,26.23,26.17,26.24,26.16,26.25,26.15,26.26,26.13,26.27,26.12,26.28,26.11,26.29,26.1,26.3,26.08,1500.0,17200.0,1200.0,1700.0,200.0,5393.0,800.0,114420.0,2600.0,13400.0,1800.0,200.0,600.0,3200.0,600.0,3100.0,4600.0,16900.0,2200.0,31100.0
101339000.0,26.48,26.0,26.96,26.0,26.2,16813.0,15402042.0,409130512.77000004,26.21,26.2,26.22,26.19,26.23,26.18,26.24,26.17,26.25,26.16,26.26,26.15,26.27,26.13,26.28,26.12,26.29,26.11,26.3,26.1,2200.0,600.0,1200.0,8100.0,200.0,1700.0,800.0,6693.0,2600.0,114420.0,900.0,13500.0,600.0,200.0,600.0,3200.0,4600.0,3100.0,2200.0,16900.0
101342000.0,26.48,26.0,26.96,26.0,26.19,16822.0,15406942.0,409258859.77000004,26.21,26.19,26.22,26.18,26.23,26.17,26.24,26.16,26.25,26.15,26.26,26.13,26.27,26.12,26.28,26.11,26.29,26.1,26.3,26.08,2300.0,4400.0,1200.0,1700.0,200.0,7000.0,800.0,118620.0,2600.0,13600.0,900.0,200.0,600.0,3200.0,600.0,3100.0,300.0,16900.0,2200.0,31100.0
101345000.0,26.48,26.0,26.96,26.0,26.21,16832.0,15410642.0,409355807.77000004,26.2,26.19,26.21,26.18,26.22,26.17,26.23,26.16,26.24,26.15,26.25,26.13,26.26,26.12,26.27,26.11,26.28,26.1,26.29,26.08,300.0,4200.0,300.0,7000.0,1100.0,8000.0,200.0,125720.0,800.0,14100.0,2600.0,2200.0,900.0,3200.0,600.0,3100.0,600.0,16900.0,300.0,31100.0
101348000.0,26.48,26.0,26.96,26.0,26.21,16852.0,15417042.0,409523458.77000004,26.22,26.21,26.23,26.2,26.24,26.19,26.25,26.18,26.26,26.17,26.27,26.16,26.28,26.15,26.29,26.13,26.3,26.12,26.31,26.11,1100.0,4800.0,200.0,800.0,800.0,20900.0,2600.0,7300.0,900.0,8400.0,600.0,126120.0,600.0,14100.0,200.0,2000.0,200.0,3200.0,400.0,3100.0
